,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
3429,2/16/2022,549.9213435,Northeast,ME,"Kennebec County, ME",23011
3430,2/16/2022,468.7254911,South,KY,"Kenton County, KY",21117
3431,2/16/2022,656.9165992,Northeast,PA,"Lackawanna County, PA",42069
3432,2/16/2022,154.1335679,Midwest,IN,"Lake County, IN",18089
3433,2/16/2022,681.2363952,West,ID,"Latah County, ID",16057
3434,2/16/2022,173.2516133,South,VA,"Loudoun County, VA",51107
3435,2/16/2022,297.2880324,South,GA,"Lowndes County, GA",13185
3436,2/16/2022,228.2209456,Northeast,PA,"Luzerne County, PA",42079
3437,2/16/2022,314.1678082,South,AL,"Madison County, AL",1089
3438,2/16/2022,240.2732073,Midwest,WI,"Marathon County, WI",55073
3439,2/16/2022,612.2248566,Northeast,NH,"Merrimack County, NH",33013
3440,2/16/2022,73.97773897,South,FL,"Miami-Dade County, FL",12086
3441,2/16/2022,149.4868927,Northeast,CT,"Middlesex County, CT",9007
3442,2/16/2022,61.27690895,Northeast,MA,"Middlesex County, MA",25017
3444,2/16/2022,74.67720695,Northeast,NJ,"Monmouth County, NJ",34025
3445,2/16/2022,320.7285953,West,CA,"Monterey County, CA",6053
3446,2/16/2022,108.6736111,Northeast,PA,"Montgomery County, PA",42091
3447,2/16/2022,131.5115911,Northeast,DE,"New Castle County, DE",10003
3448,2/16/2022,140.1533263,Northeast,CT,"New Haven County, CT",9009
3449,2/16/2022,216.9683649,South,WV,"Ohio County, WV",54069
3450,2/16/2022,189.5144079,South,OK,"Oklahoma County, OK",40109
3451,2/16/2022,179.7530332,South,FL,"Orange County, FL",12095
3452,2/16/2022,559.0732677,Northeast,ME,"Penobscot County, ME",23019
3453,2/16/2022,357.0608638,Midwest,IL,"Peoria County, IL",17143
3454,2/16/2022,145.6954143,South,SC,"Pickens County, SC",45077
3455,2/16/2022,186.8360406,West,AZ,"Pima County, AZ",4019
3456,2/16/2022,224.231603,Northeast,ME,"Piscataquis County, ME",23021
3457,2/16/2022,303.6396579,West,CA,"Placer County, CA",6061
3458,2/16/2022,295.255689,Midwest,IA,"Polk County, IA",19153
3459,2/16/2022,235.0961053,Northeast,RI,"Providence County, RI",44007
3460,2/16/2022,355.1466822,South,AR,"Pulaski County, AR",5119
3461,2/16/2022,997.8897981,South,VA,"Pulaski County, VA",51155
3462,2/16/2022,87.15718442,West,CA,"Riverside County, CA",6065
3463,2/16/2022,162.4559518,West,CA,"Sacramento County, CA",6067
3464,2/16/2022,192.6450474,West,CA,"San Diego County, CA",6073
3465,2/16/2022,209.2866453,Midwest,KS,"Sedgwick County, KS",20173
3466,2/16/2022,217.0931808,South,FL,"Seminole County, FL",12117
3467,2/16/2022,220.3388784,West,WA,"Skagit County, WA",53057
3468,2/16/2022,130.1921736,West,CA,"Sonoma County, CA",6097
3469,2/16/2022,347.1948366,South,VA,"Stafford County, VA",51179
3470,2/16/2022,141.0196774,Northeast,MA,"Suffolk County, MA",25025
3471,2/16/2022,103.2844381,Midwest,OH,"Summit County, OH",39153
3472,2/16/2022,161.2003766,Northeast,MA,"Town and County of Nantucket, MA",25019
3473,2/16/2022,87.22477802,South,TX,"Travis County, TX",48453
3474,2/16/2022,144.7014167,Northeast,NJ,"Union County, NJ",34039
3475,2/16/2022,277.7072062,Northeast,ME,"Waldo County, ME",23027
3476,2/16/2022,765.3160138,Northeast,ME,"Washington County, ME",23029
3477,2/16/2022,193.6282343,Northeast,RI,"Washington County, RI",44009
3478,2/16/2022,276.3912567,Northeast,PA,"Westmoreland County, PA",42129
3479,2/16/2022,335.0766168,West,OR,"Yamhill County, OR",41071
3480,2/16/2022,336.4814911,West,AZ,"Yavapai County, AZ",4025
3481,2/16/2022,186.0998498,Northeast,ME,"York County, ME",23031
3482,2/23/2022,175.927871,West,ID,"Ada County, ID",16001
3483,2/23/2022,399.899805,South,SC,"Anderson County, SC",45007
3484,2/23/2022,266.7114157,Northeast,ME,"Androscoggin County, ME",23001
3485,2/23/2022,133.0218496,West,CO,"Arapahoe County, CO",8005
3486,2/23/2022,121.8654063,South,VA,"Arlington County, VA",51013
3487,2/23/2022,888.6092666,Northeast,ME,"Aroostook County, ME",23003
3488,2/23/2022,117.1843456,South,AR,"Benton County, AR",5007
3489,2/23/2022,125.8856591,West,WA,"Benton County, WA",53005
3490,2/23/2022,269.7452789,Northeast,MA,"Berkshire County, MA",25003
3491,2/23/2022,228.6792564,Midwest,MO,"Cape Girardeau County, MO",29031
3492,2/23/2022,93.4973467,Northeast,PA,"Chester County, PA",42029
3493,2/23/2022,385.4361689,Northeast,VT,"Chittenden County, VT",50007
3494,2/23/2022,37.45301747,South,VA,"City of Alexandria, VA",51510
3495,2/23/2022,168.2205334,South,VA,"City of Harrisonburg, VA",51660
3496,2/23/2022,126.066308,West,NV,"Clark County, NV",32003
3497,2/23/2022,152.7667614,Northeast,ME,"Cumberland County, ME",23005
3498,2/23/2022,235.8882268,South,NC,"Cumberland County, NC",37051
3499,2/23/2022,164.3157664,Midwest,MN,"Dakota County, MN",27037
3500,2/23/2022,151.9888528,Northeast,PA,"Dauphin County, PA",42043
3501,2/23/2022,173.4698506,West,UT,"Davis County, UT",49011
3502,2/23/2022,241.4869799,West,OR,"Deschutes County, OR",41017
3503,2/23/2022,157.3392531,South,LA,"East Baton Rouge Parish, LA",22033
3504,2/23/2022,142.6736171,West,NV,"Elko County, NV",32007
3505,2/23/2022,336.1499885,Northeast,PA,"Erie County, PA",42049
3506,2/23/2022,186.7195588,Northeast,MA,"Essex County, MA",25009
3507,2/23/2022,46.07632997,Northeast,NJ,"Essex County, NJ",34013
3508,2/23/2022,131.5127224,Northeast,CT,"Fairfield County, CT",9001
3509,2/23/2022,165.8519337,Northeast,PA,"Franklin County, PA",42055
3510,2/23/2022,119.0671474,South,SC,"Greenville County, SC",45045
3511,2/23/2022,145.0168255,Midwest,IN,"Hamilton County, IN",18057
3512,2/23/2022,255.7748853,South,TN,"Hamilton County, TN",47065
3513,2/23/2022,165.9320488,Northeast,MA,"Hampshire County, MA",25015
3514,2/23/2022,67.84258413,Northeast,ME,"Hancock County, ME",23009
3515,2/23/2022,381.961473,South,KY,"Harrison County, KY",21097
3516,2/23/2022,165.9459555,Northeast,CT,"Hartford County, CT",9003
3517,2/23/2022,220.3511128,Midwest,MN,"Hennepin County, MN",27053
3518,2/23/2022,112.4409579,South,FL,"Hillsborough County, FL",12057
3519,2/23/2022,176.6960383,South,MS,"Hinds County, MS",28049
3520,2/23/2022,331.2465455,Northeast,PA,"Indiana County, PA",42063
3521,2/23/2022,189.0716884,South,KY,"Jefferson County, KY",21111
3522,2/23/2022,238.4613676,Midwest,KS,"Johnson County, KS",20091
3523,2/23/2022,194.6331034,Midwest,IL,"Kankakee County, IL",17091
3524,2/23/2022,36.19614584,South,TX,"Kaufman County, TX",48257
3525,2/23/2022,495.2280034,Northeast,ME,"Kennebec County, ME",23011
3526,2/23/2022,337.4870949,Northeast,PA,"Lackawanna County, PA",42069
3527,2/23/2022,131.5424133,Midwest,IN,"Lake County, IN",18089
3528,2/23/2022,597.9292028,West,ID,"Latah County, ID",16057
3529,2/23/2022,88.83979863,South,VA,"Loudoun County, VA",51107
3530,2/23/2022,109.6155023,South,GA,"Lowndes County, GA",13185
3531,2/23/2022,173.1179434,Northeast,PA,"Luzerne County, PA",42079
3532,2/23/2022,210.5005828,South,AL,"Madison County, AL",1089
3533,2/23/2022,155.5990377,Midwest,WI,"Marathon County, WI",55073
3534,2/23/2022,626.9342983,Northeast,NH,"Merrimack County, NH",33013
3535,2/23/2022,80.13698578,South,FL,"Miami-Dade County, FL",12086
3536,2/23/2022,115.5848054,Northeast,CT,"Middlesex County, CT",9007
3537,2/23/2022,82.67930645,Northeast,MA,"Middlesex County, MA",25017
3538,2/23/2022,83.44629775,Northeast,NJ,"Middlesex County, NJ",34023
3539,2/23/2022,50.30174404,Northeast,NJ,"Monmouth County, NJ",34025
3540,2/23/2022,632.9784217,West,CA,"Monterey County, CA",6053
3541,2/23/2022,72.11137628,Northeast,PA,"Montgomery County, PA",42091
3542,2/23/2022,90.71024704,Northeast,DE,"New Castle County, DE",10003
3543,2/23/2022,109.4792206,Northeast,CT,"New Haven County, CT",9009
3544,2/23/2022,380.3050861,South,WV,"Ohio County, WV",54069
3545,2/23/2022,141.4423655,South,OK,"Oklahoma County, OK",40109
3546,2/23/2022,107.3595668,South,FL,"Orange County, FL",12095
3547,2/23/2022,110.4183596,South,FL,"Palm Beach County, FL",12099
3549,2/23/2022,214.3374276,Northeast,ME,"Penobscot County, ME",23019
3550,2/23/2022,414.1532302,Midwest,IL,"Peoria County, IL",17143
3551,2/23/2022,138.974202,South,SC,"Pickens County, SC",45077
3552,2/23/2022,128.2438691,West,AZ,"Pima County, AZ",4019
3553,2/23/2022,2069.603118,Northeast,ME,"Piscataquis County, ME",23021
3554,2/23/2022,151.8430169,West,CA,"Placer County, CA",6061
3555,2/23/2022,161.5932842,Midwest,IA,"Polk County, IA",19153
3556,2/23/2022,202.903158,Northeast,RI,"Providence County, RI",44007
3557,2/23/2022,169.3446274,South,AR,"Pulaski County, AR",5119
3558,2/23/2022,442.7322559,South,VA,"Pulaski County, VA",51155
3559,2/23/2022,44.3073699,West,CA,"Riverside County, CA",6065
3560,2/23/2022,88.1636934,West,CA,"Sacramento County, CA",6067
3561,2/23/2022,98.55747351,West,UT,"Salt Lake County, UT",49035
3562,2/23/2022,125.0253562,West,CA,"San Diego County, CA",6073
3563,2/23/2022,108.356709,Midwest,KS,"Sedgwick County, KS",20173
3564,2/23/2022,188.198803,South,FL,"Seminole County, FL",12117
3565,2/23/2022,108.1452753,West,WA,"Skagit County, WA",53057
3566,2/23/2022,74.36267334,West,CA,"Sonoma County, CA",6097
3567,2/23/2022,220.5480178,South,VA,"Stafford County, VA",51179
3568,2/23/2022,116.5159376,Northeast,MA,"Suffolk County, MA",25025
3569,2/23/2022,134.5794931,Midwest,OH,"Summit County, OH",39153
3570,2/23/2022,134.7904462,Midwest,IN,"Tippecanoe County, IN",18157
3571,2/23/2022,123.4992577,Northeast,MA,"Town and County of Nantucket, MA",25019
3572,2/23/2022,110.9633124,South,TX,"Travis County, TX",48453
3573,2/23/2022,259.3004535,Northeast,ME,"Waldo County, ME",23027
3574,2/23/2022,588.1285617,Northeast,ME,"Washington County, ME",23029
3575,2/23/2022,126.2112102,Northeast,RI,"Washington County, RI",44009
3576,2/23/2022,159.7891174,West,NV,"Washoe County, NV",32031
3577,2/23/2022,164.5531864,Northeast,PA,"Westmoreland County, PA",42129
3578,2/23/2022,318.1210765,West,OR,"Yamhill County, OR",41071
3579,2/23/2022,317.9832231,West,AZ,"Yavapai County, AZ",4025
3580,2/23/2022,140.5406585,Northeast,ME,"York County, ME",23031
3581,3/2/2022,138.9593705,West,ID,"Ada County, ID",16001
3582,3/2/2022,356.1557624,South,SC,"Anderson County, SC",45007
3583,3/2/2022,222.6241582,Northeast,ME,"Androscoggin County, ME",23001
3584,3/2/2022,103.0995243,West,CO,"Arapahoe County, CO",8005
3585,3/2/2022,86.55675139,South,VA,"Arlington County, VA",51013
3586,3/2/2022,467.5449518,Northeast,ME,"Aroostook County, ME",23003
3587,3/2/2022,202.5988691,South,AR,"Benton County, AR",5007
3588,3/2/2022,70.12142096,West,WA,"Benton County, WA",53005
3589,3/2/2022,244.7563656,Northeast,MA,"Berkshire County, MA",25003
3590,3/2/2022,271.313031,Midwest,MO,"Cape Girardeau County, MO",29031
3591,3/2/2022,59.74572405,Northeast,PA,"Chester County, PA",42029
3592,3/2/2022,191.1438286,Northeast,VT,"Chittenden County, VT",50007
3593,3/2/2022,47.90222833,South,VA,"City of Alexandria, VA",51510
3594,3/2/2022,150.2435221,South,VA,"City of Harrisonburg, VA",51660
3595,3/2/2022,93.76758003,West,NV,"Clark County, NV",32003
3596,3/2/2022,128.6364277,Northeast,ME,"Cumberland County, ME",23005
3597,3/2/2022,148.1479879,South,NC,"Cumberland County, NC",37051
3598,3/2/2022,108.7266052,Midwest,MN,"Dakota County, MN",27037
3599,3/2/2022,130.845677,Northeast,PA,"Dauphin County, PA",42043
3600,3/2/2022,91.99585664,West,UT,"Davis County, UT",49011
3601,3/2/2022,223.4085133,West,OR,"Deschutes County, OR",41017
3602,3/2/2022,110.369815,South,LA,"East Baton Rouge Parish, LA",22033
3603,3/2/2022,76.37966776,West,NV,"Elko County, NV",32007
3604,3/2/2022,362.0913919,Northeast,PA,"Erie County, PA",42049
3605,3/2/2022,22.18637844,Northeast,NJ,"Essex County, NJ",34013
3606,3/2/2022,107.3309238,Northeast,CT,"Fairfield County, CT",9001
3607,3/2/2022,138.6143097,Northeast,PA,"Franklin County, PA",42055
3608,3/2/2022,102.0209331,Midwest,IN,"Hamilton County, IN",18057
3609,3/2/2022,144.2578222,South,TN,"Hamilton County, TN",47065
3610,3/2/2022,178.5700718,Northeast,MA,"Hampshire County, MA",25015
3611,3/2/2022,65.42973577,Northeast,ME,"Hancock County, ME",23009
3612,3/2/2022,190.5460287,South,KY,"Harrison County, KY",21097
3613,3/2/2022,196.9307357,Northeast,CT,"Hartford County, CT",9003
3614,3/2/2022,164.2069773,Midwest,MN,"Hennepin County, MN",27053
3615,3/2/2022,87.94586819,South,FL,"Hillsborough County, FL",12057
3616,3/2/2022,64.5253602,South,MS,"Hinds County, MS",28049
3617,3/2/2022,519.2672039,Northeast,PA,"Indiana County, PA",42063
3618,3/2/2022,179.8353614,South,KY,"Jefferson County, KY",21111
3619,3/2/2022,133.5609856,Midwest,KS,"Johnson County, KS",20091
3620,3/2/2022,104.9986096,Midwest,IL,"Kankakee County, IL",17091
3621,3/2/2022,17.06926488,South,TX,"Kaufman County, TX",48257
3622,3/2/2022,625.1427401,Northeast,ME,"Kennebec County, ME",23011
3623,3/2/2022,473.8999857,Northeast,PA,"Lackawanna County, PA",42069
3624,3/2/2022,204.5704971,West,ID,"Latah County, ID",16057
3625,3/2/2022,42.27169582,South,VA,"Loudoun County, VA",51107
3626,3/2/2022,51.64580097,South,GA,"Lowndes County, GA",13185
3627,3/2/2022,117.2403036,Northeast,PA,"Luzerne County, PA",42079
3628,3/2/2022,140.8207007,South,AL,"Madison County, AL",1089
3629,3/2/2022,221.7064314,Midwest,WI,"Marathon County, WI",55073
3630,3/2/2022,228.7276401,Northeast,NH,"Merrimack County, NH",33013
3631,3/2/2022,80.5762503,South,FL,"Miami-Dade County, FL",12086
3632,3/2/2022,154.866081,Northeast,CT,"Middlesex County, CT",9007
3633,3/2/2022,141.3660042,Northeast,MA,"Middlesex County, MA",25017
3634,3/2/2022,81.64950025,Northeast,NJ,"Middlesex County, NJ",34023
3635,3/2/2022,81.15775453,Northeast,NJ,"Monmouth County, NJ",34025
3636,3/2/2022,247.4394284,West,CA,"Monterey County, CA",6053
3637,3/2/2022,51.76560319,Northeast,PA,"Montgomery County, PA",42091
3638,3/2/2022,104.7751097,Northeast,DE,"New Castle County, DE",10003
3639,3/2/2022,120.613086,Northeast,CT,"New Haven County, CT",9009
3640,3/2/2022,452.9555688,South,WV,"Ohio County, WV",54069
3641,3/2/2022,77.50790839,South,OK,"Oklahoma County, OK",40109
3642,3/2/2022,67.20404017,South,FL,"Orange County, FL",12095
3643,3/2/2022,123.1267032,West,MT,"Park County, MT",30067
3644,3/2/2022,241.4961279,Northeast,ME,"Penobscot County, ME",23019
3645,3/2/2022,265.0687799,Midwest,IL,"Peoria County, IL",17143
3646,3/2/2022,184.3840804,South,SC,"Pickens County, SC",45077
3647,3/2/2022,97.16662318,West,AZ,"Pima County, AZ",4019
3648,3/2/2022,7009.318582,Northeast,ME,"Piscataquis County, ME",23021
3649,3/2/2022,125.4982875,West,CA,"Placer County, CA",6061
3650,3/2/2022,119.0382925,Midwest,IA,"Polk County, IA",19153
3651,3/2/2022,162.367858,Northeast,RI,"Providence County, RI",44007
3652,3/2/2022,135.5311349,South,AR,"Pulaski County, AR",5119
3653,3/2/2022,221.092028,South,VA,"Pulaski County, VA",51155
3654,3/2/2022,23.08591826,West,CA,"Riverside County, CA",6065
3655,3/2/2022,52.51495345,West,CA,"Sacramento County, CA",6067
3656,3/2/2022,59.16587275,West,UT,"Salt Lake County, UT",49035
3657,3/2/2022,122.9788752,West,CA,"San Diego County, CA",6073
3658,3/2/2022,53.58044086,Midwest,KS,"Sedgwick County, KS",20173
3659,3/2/2022,152.682264,South,FL,"Seminole County, FL",12117
3660,3/2/2022,159.0969742,West,WA,"Skagit County, WA",53057
3661,3/2/2022,66.18251226,West,CA,"Sonoma County, CA",6097
3662,3/2/2022,146.6308232,South,VA,"Stafford County, VA",51179
3663,3/2/2022,116.0799484,Northeast,MA,"Suffolk County, MA",25025
3664,3/2/2022,92.53312595,Midwest,OH,"Summit County, OH",39153
3665,3/2/2022,70.57124439,Midwest,IN,"Tippecanoe County, IN",18157
3666,3/2/2022,67.92716747,Northeast,MA,"Town and County of Nantucket, MA",25019
3667,3/2/2022,64.67400624,South,TX,"Travis County, TX",48453
3668,3/2/2022,200.576951,Northeast,ME,"Waldo County, ME",23027
3669,3/2/2022,356.5528192,Northeast,ME,"Washington County, ME",23029
3670,3/2/2022,71.38656903,Northeast,RI,"Washington County, RI",44009
3671,3/2/2022,80.56007216,West,NV,"Washoe County, NV",32031
3672,3/2/2022,126.844667,Northeast,PA,"Westmoreland County, PA",42129
3674,3/2/2022,172.0445546,West,OR,"Yamhill County, OR",41071
3675,3/2/2022,312.2045486,West,AZ,"Yavapai County, AZ",4025
3676,3/2/2022,98.15050528,Northeast,ME,"York County, ME",23031
3677,3/9/2022,108.7757898,West,ID,"Ada County, ID",16001
3678,3/9/2022,114.2398996,South,SC,"Anderson County, SC",45007
3679,3/9/2022,210.2196069,Northeast,ME,"Androscoggin County, ME",23001
3680,3/9/2022,111.3497753,West,CO,"Arapahoe County, CO",8005
3681,3/9/2022,610.5135825,Northeast,ME,"Aroostook County, ME",23003
3682,3/9/2022,114.6280954,South,AR,"Benton County, AR",5007
3683,3/9/2022,48.69533449,West,WA,"Benton County, WA",53005
3684,3/9/2022,190.6216738,Northeast,MA,"Berkshire County, MA",25003
3685,3/9/2022,220.231162,Midwest,MO,"Cape Girardeau County, MO",29031
3686,3/9/2022,76.61770424,Northeast,PA,"Chester County, PA",42029
3687,3/9/2022,127.6653996,Northeast,VT,"Chittenden County, VT",50007
3688,3/9/2022,41.14765605,South,VA,"City of Alexandria, VA",51510
3689,3/9/2022,103.208984,South,VA,"City of Harrisonburg, VA",51660
3690,3/9/2022,101.3816277,West,NV,"Clark County, NV",32003
3691,3/9/2022,158.8905053,Northeast,ME,"Cumberland County, ME",23005
3692,3/9/2022,93.05867522,South,NC,"Cumberland County, NC",37051
3693,3/9/2022,101.2243262,Midwest,MN,"Dakota County, MN",27037
3694,3/9/2022,155.0229734,Northeast,PA,"Dauphin County, PA",42043
3695,3/9/2022,70.46347617,West,UT,"Davis County, UT",49011
3696,3/9/2022,226.5962679,West,OR,"Deschutes County, OR",41017
3697,3/9/2022,106.657454,South,LA,"East Baton Rouge Parish, LA",22033
3698,3/9/2022,66.30319074,West,NV,"Elko County, NV",32007
3699,3/9/2022,175.9457392,Northeast,PA,"Erie County, PA",42049
3700,3/9/2022,48.94954615,Northeast,NJ,"Essex County, NJ",34013
3701,3/9/2022,105.8153939,Northeast,CT,"Fairfield County, CT",9001
3702,3/9/2022,101.7526283,Northeast,PA,"Franklin County, PA",42055
3703,3/9/2022,63.40159924,South,SC,"Greenville County, SC",45045
3704,3/9/2022,96.53299986,Midwest,IN,"Hamilton County, IN",18057
3705,3/9/2022,102.7497539,South,TN,"Hamilton County, TN",47065
3706,3/9/2022,214.9272905,Northeast,MA,"Hampshire County, MA",25015
3707,3/9/2022,59.83474151,Northeast,ME,"Hancock County, ME",23009
3708,3/9/2022,159.4845034,South,KY,"Harrison County, KY",21097
3709,3/9/2022,192.4516462,Northeast,CT,"Hartford County, CT",9003
3710,3/9/2022,116.2131087,Midwest,MN,"Hennepin County, MN",27053
3711,3/9/2022,52.69404004,South,FL,"Hillsborough County, FL",12057
3712,3/9/2022,84.11930783,South,MS,"Hinds County, MS",28049
3713,3/9/2022,255.9225684,Northeast,PA,"Indiana County, PA",42063
3714,3/9/2022,152.507258,South,KY,"Jefferson County, KY",21111
3715,3/9/2022,105.3509969,Midwest,KS,"Johnson County, KS",20091
3716,3/9/2022,103.6085226,Midwest,IL,"Kankakee County, IL",17091
3717,3/9/2022,15.82948396,South,TX,"Kaufman County, TX",48257
3718,3/9/2022,560.6876307,Northeast,ME,"Kennebec County, ME",23011
3719,3/9/2022,242.4020252,South,KY,"Kenton County, KY",21117
3720,3/9/2022,197.6307292,Northeast,PA,"Lackawanna County, PA",42069
3721,3/9/2022,90.17846483,Midwest,IN,"Lake County, IN",18089
3722,3/9/2022,61.7756339,West,ID,"Latah County, ID",16057
3723,3/9/2022,60.11973948,South,VA,"Loudoun County, VA",51107
3724,3/9/2022,38.41284892,South,GA,"Lowndes County, GA",13185
3725,3/9/2022,154.384532,Northeast,PA,"Luzerne County, PA",42079
3726,3/9/2022,99.39468087,South,AL,"Madison County, AL",1089
3727,3/9/2022,91.42683589,Midwest,WI,"Marathon County, WI",55073
3728,3/9/2022,90.69596186,Northeast,NH,"Merrimack County, NH",33013
3729,3/9/2022,84.06252774,South,FL,"Miami-Dade County, FL",12086
3730,3/9/2022,109.4880183,Northeast,CT,"Middlesex County, CT",9007
3731,3/9/2022,115.3156515,Northeast,MA,"Middlesex County, MA",25017
3732,3/9/2022,80.36688055,Northeast,NJ,"Middlesex County, NJ",34023
3733,3/9/2022,100.3729341,Northeast,NJ,"Monmouth County, NJ",34025
3734,3/9/2022,86.00410518,West,CA,"Monterey County, CA",6053
3735,3/9/2022,67.10786519,Northeast,PA,"Montgomery County, PA",42091
3736,3/9/2022,34.13788917,Northeast,NY,"Nassau County, NY",36059
3737,3/9/2022,90.68721895,Northeast,DE,"New Castle County, DE",10003
3738,3/9/2022,174.8434598,Northeast,CT,"New Haven County, CT",9009
3739,3/9/2022,185.0617185,South,WV,"Ohio County, WV",54069
3740,3/9/2022,55.74965281,South,OK,"Oklahoma County, OK",40109
3741,3/9/2022,73.27724163,South,FL,"Orange County, FL",12095
3742,3/9/2022,87.85159707,South,FL,"Palm Beach County, FL",12099
3743,3/9/2022,137.5383315,West,MT,"Park County, MT",30067
3744,3/9/2022,242.4477281,Northeast,ME,"Penobscot County, ME",23019
3745,3/9/2022,278.5092457,Midwest,IL,"Peoria County, IL",17143
3746,3/9/2022,65.61913143,South,SC,"Pickens County, SC",45077
3747,3/9/2022,83.09059225,West,AZ,"Pima County, AZ",4019
3748,3/9/2022,1920.315806,Northeast,ME,"Piscataquis County, ME",23021
3749,3/9/2022,118.666599,West,CA,"Placer County, CA",6061
3750,3/9/2022,108.6815832,Midwest,IA,"Polk County, IA",19153
3751,3/9/2022,294.0359761,Northeast,RI,"Providence County, RI",44007
3752,3/9/2022,125.4923903,South,AR,"Pulaski County, AR",5119
3753,3/9/2022,175.5260116,South,VA,"Pulaski County, VA",51155
3754,3/9/2022,22.5603986,West,CA,"Riverside County, CA",6065
3755,3/9/2022,40.83434554,West,CA,"Sacramento County, CA",6067
3756,3/9/2022,42.58188491,West,UT,"Salt Lake County, UT",49035
3757,3/9/2022,79.35339918,West,CA,"San Diego County, CA",6073
3758,3/9/2022,39.06636952,Midwest,KS,"Sedgwick County, KS",20173
3759,3/9/2022,111.8574477,South,FL,"Seminole County, FL",12117
3760,3/9/2022,125.0324182,West,WA,"Skagit County, WA",53057
3761,3/9/2022,68.47653018,West,CA,"Sonoma County, CA",6097
3762,3/9/2022,112.0693977,South,VA,"Stafford County, VA",51179
3763,3/9/2022,126.9867957,Northeast,MA,"Suffolk County, MA",25025
3764,3/9/2022,50.58957127,Midwest,OH,"Summit County, OH",39153
3765,3/9/2022,83.1544368,Midwest,IN,"Tippecanoe County, IN",18157
3766,3/9/2022,98.22149465,Northeast,MA,"Town and County of Nantucket, MA",25019
3767,3/9/2022,39.96992471,South,TX,"Travis County, TX",48453
3768,3/9/2022,111.0705565,Northeast,NJ,"Union County, NJ",34039
3769,3/9/2022,245.2889027,Northeast,ME,"Waldo County, ME",23027
3770,3/9/2022,420.5379505,Northeast,ME,"Washington County, ME",23029
3771,3/9/2022,29.99838924,Northeast,RI,"Washington County, RI",44009
3772,3/9/2022,64.06836918,West,NV,"Washoe County, NV",32031
3773,3/9/2022,105.26278,Northeast,PA,"Westmoreland County, PA",42129
3774,3/9/2022,55.39839025,Midwest,IL,"Winnebago County, IL",17201
3775,3/9/2022,74.71734507,West,OR,"Yamhill County, OR",41071
3776,3/9/2022,560.3919721,West,AZ,"Yavapai County, AZ",4025
3777,3/9/2022,218.1483005,Northeast,ME,"York County, ME",23031
3778,3/16/2022,78.68708702,West,ID,"Ada County, ID",16001
3779,3/16/2022,40.92936763,South,SC,"Anderson County, SC",45007
3780,3/16/2022,274.8469457,Northeast,ME,"Androscoggin County, ME",23001
3781,3/16/2022,158.7064346,West,CO,"Arapahoe County, CO",8005
3782,3/16/2022,139.536949,South,VA,"Arlington County, VA",51013
3783,3/16/2022,571.0483495,Northeast,ME,"Aroostook County, ME",23003
3784,3/16/2022,65.06714384,South,AR,"Benton County, AR",5007
3785,3/16/2022,35.42054333,West,WA,"Benton County, WA",53005
3786,3/16/2022,193.2259354,Northeast,MA,"Berkshire County, MA",25003
3787,3/16/2022,306.3142313,Midwest,MO,"Cape Girardeau County, MO",29031
3788,3/16/2022,99.31687236,Northeast,PA,"Chester County, PA",42029
3789,3/16/2022,294.1668555,Northeast,VT,"Chittenden County, VT",50007
3790,3/16/2022,52.15299254,South,VA,"City of Alexandria, VA",51510
3791,3/16/2022,94.85986007,South,VA,"City of Harrisonburg, VA",51660
3792,3/16/2022,80.23238744,West,NV,"Clark County, NV",32003
3793,3/16/2022,181.6146881,Northeast,ME,"Cumberland County, ME",23005
3794,3/16/2022,75.43695799,South,NC,"Cumberland County, NC",37051
3795,3/16/2022,126.7921772,Midwest,MN,"Dakota County, MN",27037
3796,3/16/2022,77.92118309,Northeast,PA,"Dauphin County, PA",42043
3797,3/16/2022,65.83594731,West,UT,"Davis County, UT",49011
3798,3/16/2022,259.9510258,West,OR,"Deschutes County, OR",41017
3799,3/16/2022,128.3371455,South,LA,"East Baton Rouge Parish, LA",22033
3800,3/16/2022,72.59113422,West,NV,"Elko County, NV",32007
3801,3/16/2022,99.96688638,Northeast,PA,"Erie County, PA",42049
3802,3/16/2022,162.5466609,Northeast,MA,"Essex County, MA",25009
3803,3/16/2022,71.30813483,Northeast,NJ,"Essex County, NJ",34013
3804,3/16/2022,150.7650871,Northeast,CT,"Fairfield County, CT",9001
3805,3/16/2022,59.68164841,Northeast,PA,"Franklin County, PA",42055
3806,3/16/2022,35.43870809,South,SC,"Greenville County, SC",45045
3807,3/16/2022,104.5556022,Midwest,IN,"Hamilton County, IN",18057
3808,3/16/2022,73.54576304,South,TN,"Hamilton County, TN",47065
3809,3/16/2022,185.2490009,Northeast,MA,"Hampshire County, MA",25015
3810,3/16/2022,71.08454999,Northeast,ME,"Hancock County, ME",23009
3811,3/16/2022,166.7979287,South,KY,"Harrison County, KY",21097
3812,3/16/2022,222.8546932,Northeast,CT,"Hartford County, CT",9003
3813,3/16/2022,126.0147024,Midwest,MN,"Hennepin County, MN",27053
3814,3/16/2022,56.03989745,South,FL,"Hillsborough County, FL",12057
3815,3/16/2022,53.92865803,South,MS,"Hinds County, MS",28049
3816,3/16/2022,146.2214098,Northeast,PA,"Indiana County, PA",42063
3817,3/16/2022,112.6525811,South,KY,"Jefferson County, KY",21111
